UID;Titel;"Autor Vorname";"Autor Nachname";"SS Indiziert";"zusätzl. Infos";Listen-Seitennummer;"Edition 1: Verlag";"Edition 1: Ort";"Edition 1: Jahr";"Edition 2: Verlag";"Edition 2: Ort";"Edition 2: Jahr"
book-0615668d-8d37-408a-b4a3-5a4e3a13c05d-de_DE-1;"sämtliche Schriften";Paul;Hilke;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-e668d0ee-0338-4abb-b517-14d6ea146267-de_DE-1;ohne-titel;;"Hichler, Leopold Ehrlich- s. Ehrlich-Hichler";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-eaf510bf-c33e-4797-91e0-b369dfdc6135-de_DE-1;"Die deutsche private Krankenversicherung im Kriege";Walther;Heyn;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;"Vereinigte Verlagsges. Franke u. Co.";Berlin-Wilmersdorf;1941;;;
book-7ddf33b1-b63a-4829-9abc-2788f93adb98-de_DE-1;"sämtliche Schriften";Fritz;Heymann;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 58.";7;;;;;;
book-c8a79aff-1ec6-400e-8fb5-0f0866e729f1-de_DE-1;"sämtliche Schriften";Friedrich;Heydenau;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-55cc1fc5-9d88-43a4-ad32-a8534f8961b2-de_DE-1;"sämtliche Schriften";Moses;Hess;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 58.";7;;;;;;
book-808d9c10-fcd1-49e7-aa2e-eedf464e4278-de_DE-1;"sämtliche Schriften";Theodor;Hespers;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-01357492-166b-46d4-9d5b-d4ccdca19c5c-de_DE-1;ohne-titel;;"Herzog, Emile [wirkl. Name] s. Maurois, André";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-f477d018-e84d-46db-9419-5962c298d8a9-de_DE-1;"sämtliche Schriften";Theodor;Herzl;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-184632c9-6e53-4b3d-ba85-74a2bdb3abc2-de_DE-1;"sämtliche Schriften";Paul;Hertz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-7dd27006-5e9e-48dc-b983-c5fbbe5a7e40-de_DE-1;"sämtliche Schriften";Max;Herrmann;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-b59de9b3-f166-4582-8636-dadf3b39f392-de_DE-1;"sämtliche Schriften";Erich;Herrguth;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-10359e91-f70b-4bd7-873a-c3f833130577-de_DE-1;Jungenführer;Walter;Hermannsen;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;Armanen-Verl.;Leipzig;1941;;;
book-73df0590-652e-4273-b1ae-3154041e26c8-de_DE-1;"sämtliche Schriften";"Gustav Reinhold";Hentschke;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-41fef535-817b-441e-818a-d490bf869c5a-de_DE-1;"sämtliche Schriften";Carola;"Henschke, geb. Neher";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-c515e4a5-28a0-4927-b969-73a2b46f15ab-de_DE-1;"Meisterwerke in Vers und Prosa";Heinrich;Heine;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;"Forum = Forum-Bücher";Amsterdam;"1939 ";;;
book-a573f0a5-9a44-433a-a241-44338f3b9a15-de_DE-1;"sämtliche Schriften";"Friedrich (Fritz)";Heckert;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 55.";7;;;;;;
book-742392c9-0252-47cb-a5b6-0fa7763b074b-de_DE-1;ohne-titel;;"Harthern, Ernst [Pseud.] s. Jacobson, Ludwig Harter";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-f73a5b51-6d55-48f9-a738-107ee3d51fed-de_DE-1;ohne-titel;;"Harnisch, Wolfgang Hoffmann - s. Hoffmann -Harnisch.";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";7;;;;;;
book-d5e0571b-1959-4ab1-aa26-a779809872aa-de_DE-1;"sämtliche Schriften";Irene;Harand;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 53.";7;;;;;;
book-476989ee-ac2c-4377-bdc0-e5b3189b5901-de_DE-1;"sämtliche Schriften";Wilhelm;Hansmann;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-4c18434c-8dce-443f-b4be-880386bd28af-de_DE-1;"Kleines Handbuch für Kirchenvorsteher";;;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;"Zwingli Verl. = Zwingli-Bücherei. 15.";Zürich;1941;;;
book-74e1bd0c-8acc-48c0-a6a5-ec5da3f8b5b0-de_DE-1;"sämtliche Schriften";"Hans von";Hammerstein;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 53.";6;;;;;;
book-f7943f6c-3be9-4450-ade9-cc7235c5a04b-de_DE-1;"sämtliche Schriften";Erich;"Hamburger  (Pseud.: Felix Burger)";1;"
„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Zwei Schriften unter Burger bereits in »Liste des schädlichen und unerwünschten Schrifttum« S. 19.
";6;;;;;;
book-10cfe585-0018-4683-b6e0-4b6932bdff1c-de_DE-1;"sämtliche Schriften";Martin;Haller;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 53.";6;;;;;;
book-a8b7d42c-c5bc-4720-8a7d-c93b757f56d8-de_DE-1;"sämtliche Schriften";"Karl Otto";Halfter;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-f8969add-9f41-4810-adc1-1c8fa575ba6f-de_DE-1;"sämtliche Schriften";Kurt;Haas;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-316938d6-5386-4082-90f0-df145d1bbe7a-de_DE-1;"sämtliche Schriften";Leo;Gundelfinger;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-b227e30c-a649-4b9b-aac7-3f4deeabdf1d-de_DE-1;"sämtliche Schriften";Hans;Guenther;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
»Liste des schädlichen und unerwünschten Schrifttums« S. 51.";6;;;;;;
book-53f13650-85e0-4ed1-947b-e6d22fe84f54-de_DE-1;"Der neue Mensch";Leo;Gruener;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;Gescher;"Vreden i. W.";1940;;;
book-25899c66-937e-434b-8d23-5b30563660a9-de_DE-1;"sämtliche Schriften";Arthur;Gross;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-7dfca6f6-b907-4f84-a212-f277c042adbe-de_DE-1;"sämtliche Schriften";Georg;Groha;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-56d025cd-9eae-4ff4-91c4-d6a885c7f954-de_DE-1;"sämtliche Schriften";"Robert Gottlieb";Groetzsch;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-65c6fd1f-1f56-464d-943d-23ca4656d559-de_DE-1;"sämtliche Schriften";Heinrich;Groenewald;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-8ffbcd8d-db86-43ee-9c7e-e1deb4c09eef-de_DE-1;"sämtliche Schriften";Karl;Groehl;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-186ecdc7-a518-41c5-a9a7-3af246f03813-de_DE-1;"sämtliche Schriften";Rudolf;Grob;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Zwei Schritten bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 49. Der dort angeführte zweite Vorname ist zu streichen.";6;;;;;;
book-4d297f0e-ad02-4616-896e-9a0df8ef2faa-de_DE-1;"Das Ende der nationalen Front";Bruno;Grimm;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;"Der Aufbruch";Zürich;1940;;;
book-fe14b5e4-9b5a-4cc5-aa4c-6d152bfbc8f4-de_DE-1;"sämtliche Schriften";Adolf;Grabowski;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Jahresliste 1939 des schädlichen und unerwünschten Schrifttums« S. 7.
";6;;;;;;
book-e39dc527-5676-4c61-8286-f954486a1f74-de_DE-1;"sämtliche Schriften";Erich;Goldbaum;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-7ff249a9-78b8-4498-949a-4b189931f0a9-de_DE-1;"Mensch, Staat und Krieg";"Josef M.";Goergen;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;Europa;"New York";1940;;;
book-eec301fa-45da-426f-9209-5e5a82fe279e-de_DE-1;"Das Glaubensgespraech der Kirchen. Die 2. Weltkonferenz für Glauben und Kirchenverfassung.";;"Bearb. v. Leonard Hodgson";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;"Evang. Verl.";Zollikon-Zürich;1940;;;
book-f32d17cc-66a0-40ee-bb62-c7101c58a860-de_DE-1;"sämtliche Schriften";Wolfgang;Glaesser;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-2f30e2a6-e959-4f91-b735-1bebb612ee5c-de_DE-1;"Bub oder Mädel nach Wunsch";Reinhold;Gerling;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;Rita-Verl.;"Spremberg (Lausitz)";1926;;;
book-5fdd473c-e611-4e1a-979c-1cdf97e88e32-de_DE-1;"sämtliche Schriften";"G. J.";George;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Jahresliste 1940 des schädlichen und unerwünschten Schrifttums« S. 8.";6;;;;;;
book-1060e009-f10a-4e3e-9a5c-47ae498da872-de_DE-1;"sämtliche Schriften";Manfred;Georg;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-b7904dfa-5655-4cce-8a7a-3c34bc3142b4-de_DE-1;"sämtliche Schriften";Kurt;Gellert;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;;;;;;
book-1d3a43e7-d0c8-48aa-89f5-cc15978c9259-de_DE-1;"Eugen und Oktav";Hans;Gattiker;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;Oprecht;"Zürich, New York";1940;;;
book-16c0e8b0-0172-461a-96df-b4bc14fa62e1-de_DE-1;"Demokratie als schweizerisches Schicksal";Adolf;Gasser;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";6;Bücherfreunde;Basel;1941;;;
book-f153ed57-bd27-4c03-b7a5-6b8cf382d5f0-de_DE-1;"sämtliche Schriften";"Theodor, Dr. jur.";Fuchs;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-8e14255b-a716-4acf-8c96-77f57062d408-de_DE-1;"sämtliche Schriften";Jakob;Fromer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-50a72f02-396b-42ab-9ef2-3e7cf56a065f-de_DE-1;"sämtliche Schriften";Wilhelm;Fritz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-7b1bbafa-d250-4c19-9ff5-ebe70235a52c-de_DE-1;"sämtliche Schriften";"Willi (Wilhelm Friedrich)";Frischauer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-ee75ebfb-33ca-4284-9111-245856aa6944-de_DE-1;"sämtliche Schriften";Otto;Friedlaender;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-1e6e3bdb-6691-4da1-864d-8b641ba91186-de_DE-1;"sämtliche Schriften";Bruno;Fricke;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-62228d52-8587-4f54-8fc4-bab50517d09b-de_DE-1;"Freiheit Leib. – Freiheit dem Leibe.";Florentin;"s. Luecke [Verf.]";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;1928;;;
book-9ecf9d43-e369-4e40-9565-bc4e1d08db88-de_DE-1;"sämtliche Schriften";Bruno;Frei;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 41.
";5;;;;;;
book-69c62ddd-e940-4b4a-b115-e29d851c9358-de_DE-1;"Wegbereiter des Kraftwagens = Wille, Tat u. Vorbild";Franz;Franziss;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;"J. Klinkhardt";Leipzig;1940;;;
book-5c3b819c-51d7-4bca-b2ac-d5d471ae520c-de_DE-1;"Maria wir grüßen dich";Friedrich;Franzen;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;"Pallottiner Verl. [aufgekl.:] Köln: Lahn-Verl.";Limburg;1938;;;
book-99841890-4cb2-4aaf-a8d9-3e9dd73de13f-de_DE-1;"sämtliche Schriften";Leopold;Franz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 40.
";5;;;;;;
book-4f48b53c-7ef8-43a2-b572-7b653c814364-de_DE-1;"sämtliche Schriften";Wolf;Franck;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-468fcad1-c139-4923-ab60-d2cb167ea4cc-de_DE-1;"sämtliche Schriften";Peter;Forster;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-3947c21c-fc4b-4cbb-9a3e-e01e5fe26551-de_DE-1;"Der Ehe Pflicht und Glück";Ed.;Foreitnik;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;Rauch;"Innsbruck, Leipzig";1939;;;
book-53f230c0-8452-4366-b6fc-b114ab914fbb-de_DE-1;"sämtliche Schriften";Wilhelm;Florian;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-aed7d43d-8779-4a71-b83d-716a0e5bbef7-de_DE-1;"sämtliche Schriften";Ottokar;Fischer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-d0c4c8c8-74f9-4860-8a0a-ee3345dea23e-de_DE-1;"sämtliche Schriften";"Hans Walter";Finsterbusch;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-797b73ba-0b9a-4faf-b994-22343a7ae7d0-de_DE-1;ohne-titel;;"Fessel, Meta Kraus- s. Kraus -Fessel.";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-50b168ee-5c58-478c-bcba-ba156400d311-de_DE-1;"sämtliche Schriften";Richard;Falck;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Jahresliste 1940 des schädlichen und unerwünschten Schrifttums« S. 7.";5;;;;;;
book-43ac9d30-2bc0-4cbe-921f-87e4d065f08e-de_DE-1;"Fahneneid der Roten Arbeiter- und Bauernarmee";;;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;"Deutscher Staatsverl.";Engels;1941;;;
book-4e925da6-c160-40fd-a078-addcaf7c1532-de_DE-1;"sämtliche Schriften";Fritz;Erpenbeck;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 33.";5;;;;;;
book-af622335-f4a6-4583-9668-ca1df279a59a-de_DE-1;"Heiliges Erbe";;"Hrsg. v. Joseph Antz u. Bernhard Bergmann";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;Bachem;Köln;1940;;;
book-ebd6ec86-f08c-44b1-9f44-78a0b25029c9-de_DE-1;"sämtliche Schriften";Eugen;Eppstein;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-64fad249-7c85-402b-9419-c01948a3ccde-de_DE-1;"sämtliche Schriften";Heinrich;Engels;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-c4df38ab-7532-41d4-be93-073aebe7d734-de_DE-1;"Das Zeichen des Menschensohns";Johannes;Engel;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;Aderholz;Breslau;1940;;;
book-1c4f90b8-470c-48c1-86b4-62866b3d85cf-de_DE-1;"sämtliche Schriften";Wladimir;Eliasberg;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Drei Schriften bereits in »Liste des schädlichen und unerwünschten Schriftrums« S. 31.";5;;;;;;
book-d191c587-4c94-4904-b6e0-62d28cc9e536-de_DE-1;"sämtliche Schriften";Christian;Eifinger;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";5;;;;;;
book-028bfe60-2548-4df0-a4fb-5d750e0dbf6a-de_DE-1;"sämtliche Schriften";Claus;Eichen;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 30.";5;;;;;;
book-4f8fb6df-8b07-4f04-94ad-78245bbebd88-de_DE-1;"sämtliche Schriften";Leopold;"Ehrlich -Hichler";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 30.";5;;;;;;
book-824dc4cf-dba3-445d-94b5-73431e9c209e-de_DE-1;"Der Geist der schweizerischen Eidgenossenschaft in: Schulreden, Zwei zürcherische.";Gustav;Egli;;"
„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
";4;;;;;;
book-45ef33bd-34d8-4ad9-a160-5fd00c1a532b-de_DE-1;"sämtliche Schriften";Rubner;Ecker;1;"
„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
";4;;;;;;
book-6b61ad71-a44d-46c5-b3e8-e50122fa0d79-de_DE-1;"sämtliche Schriften";Willi;Duwe;1;"
„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 28.
";4;;;;;;
book-39b46c1e-4243-4f57-bac6-95baa85eaa27-de_DE-1;"Ich möchte nicht noch einmal jung sein. Roman";Daphne;"Du Maurier";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;Humanitas;Zürich;1941;;;
book-6cc93337-ea12-4520-9ea0-73850f7c0e9d-de_DE-1;"Gezeiten. Rhythmen und Reime";Albert;Dreyfus;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;Oprecht;"Zürich, New York";1941;;;
book-e23d9f19-3233-46ba-9de2-96827b0ca55f-de_DE-1;"Markus. Das Evangelium des hl. Markus, in theol. u. heilsgeschichtlich vertiefter Schau. Bd 1-5.";Josef;Dillersberger;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;"Otto Müller";"Salzburg, Innsbruck, Leipzig";1937-38;;;
book-37286a3c-2ebb-427a-a2bb-5d4d37d8ef87-de_DE-1;"sämtliche Schriften";Johann;Dill;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-ab953928-dfef-4913-b041-c6811c57ab33-de_DE-1;"sämtliche Schriften";Erhard;Dill;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-3a85791e-07d5-4284-931c-8adb0784d074-de_DE-1;"Schutzbündler in der Sowjetunion";Agnes;Deutsch;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;"Éditions Prométhée";Strasbourg;1937;;;
book-41800156-9275-4e98-b537-86ba15bd73f0-de_DE-1;"Denkschrift über die Finanzierung der Mobilisation unter Vermeidung einer Inflation";Fritz;"s. Schwarz [Verf.]";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-e0bf10c2-4519-4589-88f8-dab0f7b356ec-de_DE-1;"sämtliche Schriften";"Heinrich Peter";Danzebrink;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-2f309bbf-0b69-421e-8108-1f13944af52b-de_DE-1;"sämtliche Schriften";Alfred;Dang;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-984bb6aa-a0f6-4950-a3ed-b56b5a2f3776-de_DE-1;"sämtliche Schriften";Franz;Dahlem;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-a34127cd-8880-4288-90e1-6af0df484cfe-de_DE-1;"Aus dem Leben eines Rechtsanwalts s. Curti: Jahre der Jugend, Jahre der Reife.";Artur;Curti;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-3eacee54-e9d3-4380-9205-df2fc192bf39-de_DE-1;"Jahre der Jugend, Jahre der Reife. [Schutzumschlagt.:] Curti: Aus dem Leben eines Rechtsanwalts.";Arthur;Curti;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;"Buchdr. Berichtshaus";Zürich;1941;;;
book-dde03c93-4b20-44b2-8f6c-a6cce5a0a140-de_DE-1;"sämtliche Schriften";Eve;Curie;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-6ddf863d-7d8d-4f78-90f2-18e83616d92a-de_DE-1;"Königsherrschaft Christi und Kirche im Neuen Testament = Theologische Studien. H. 10.";Oscar;Cullmann;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;"Evang. Verl.";Zollikon-Zürich;1941;;;
book-d6954e1c-ce48-422e-b1ef-6ddff98375c3-de_DE-1;"Als Zivilist im polnischen Krieg";"Franz Theodor";Csokor;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;"de Lange";Amsterdam;1940;;;
book-b174e717-d399-42b0-acbc-bdab3c892458-de_DE-1;"Was ein heranwachsendes Mädchen wissen muss.";Margaret;Csaba;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;Schöningh;Paderborn;1934;;;
book-e484af64-c3ba-42c5-9af6-dd4f3a93d7ad-de_DE-1;"Was ein erwachsenes Mädchen wissen muss.";Margaret;Csaba;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;Schöningh;Paderborn;1935;;;
book-9daaab8f-e276-4072-8f72-d93bf97c7e9b-de_DE-1;"sämtliche Schriften";August;Creutzburg;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-d3f01a6e-aba1-4780-89b6-1bf81acc0548-de_DE-1;"sämtliche Schriften";Hubert;Coenen;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-e12e774d-a030-481c-8719-c376573ee6fb-de_DE-1;"sämtliche Schriften";;"Clément, Frantz, Mondorf, Luxemburg";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-45685283-1c17-4fbf-8ce9-b365d9d170fc-de_DE-1;ohne-titel;;"Claudius, Michael Mueller- s. Mueller-Claudius.";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;;;;;;
book-9f59869a-90c7-4be7-8370-da69e732db1d-de_DE-1;"Christus siegt. ";;"Hrsg. v. Arnfried Lehmkuhl";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";4;Albertus-Magnus-Verl.;Köln-Brück;1940;;;
